strata,semester,ip_semester,ipk_total,sks_semester,rasio_sks_lulus,sks_tidak_lulus,rata_sks_gagal_per_sem,ip_trend,ip_std,rasio_progress
2,1,-0.7957023257034728,-0.8598836416966803,0.6089826715111907,0.5,-0.661080466397024,0.9068515368918044,-0.009763033406727325,-1.605852539024301,0.125
2,2,-1.527400152177774,-1.2074170031490432,-1.3339609176177158,0.8333333333333334,-0.23559724114195185,1.3100905766836441,-2.2746141963689985,0.06535185390591215,0.25
2,3,-1.4733938840332421,-1.3315360608106015,-0.9453721997919345,1.0,0.40262759674065635,1.9821556430033764,-1.0586048219690194,-0.0850354652511016,0.375
1,1,-1.7260038479350843,-1.8795694384854815,-0.16819476414037193,0.10416666666666667,-0.554709660083256,1.7133296164754837,-0.009763033406727325,-1.605852539024301,0.07142857142857142
1,2,-0.957721130137068,-1.4690217862203276,-0.5567834819661532,0.2152777777777778,-0.3419680474557199,0.9068515368918044,2.368330687703661,0.14891207355242245,0.14285714285714285
1,3,-1.0308909127844978,-1.358269396306937,-0.9453721997919345,0.3125,-0.0228556285144158,0.9068515368918044,1.0660412690003516,-0.024328364516582362,0.21428571428571427
1,4,-2.037846493027703,-1.5568598885654306,-1.3339609176177158,0.3958333333333333,0.40262759674065635,1.1084710567877243,-0.32198894372938297,0.4864387752654806,0.2857142857142857
1,5,-1.6406391015130826,-1.5969598918099337,-1.7225496354434973,0.4652777777777778,0.9344816283094964,1.390738384642012,-0.29125167794632434,0.30178608890912273,0.35714285714285715
1,6,-1.1441298621198064,-1.5339456009971428,-0.5567834819661532,0.5625,1.3599648535645685,1.4445035899475904,-0.02270504005222641,0.2263125198640557,0.42857142857142855
1,7,-1.1423877244377247,-1.490026549824591,-0.5567834819661532,0.6666666666666666,1.6790772725058727,1.3676961537967642,0.07516888520435869,0.14865490469591142,0.5
1,8,-1.818337145085413,-1.5549503646014062,-0.5567834819661532,0.7569444444444444,2.210931304074713,1.511710096579564,-0.06548556201929161,0.1623217370154364,0.5714285714285714
1,9,-1.666771166744308,-1.583593224061766,-0.5567834819661532,0.8402777777777778,2.849156141957321,1.7133296164754837,-0.09613295275620212,0.09345092108664677,0.6428571428571429
1,10,-1.4664253333049153,-1.58550274802579,-1.3339609176177158,0.9166666666666666,3.3810101735261613,1.7939774244338513,-0.07319847507064912,0.006256150737062508,0.7142857142857143
1,11,-2.171991094547992,-1.658064658658701,-0.5567834819661532,1.0,4.019235011408769,1.9332781836346686,-0.1570764045041656,0.19114915265202048,0.7857142857142857
2,1,-0.8531928692121677,-0.9228979325094713,0.997571389336972,0.5,-0.554709660083256,1.7133296164754837,-0.009763033406727325,-1.605852539024301,0.125
2,2,-1.2068468186747465,-1.0794788975594367,-1.7225496354434973,0.8333333333333334,-0.23559724114195185,1.3100905766836441,-1.1044410955051536,-0.7981037491080317,0.25
2,3,-0.33752011531599363,-0.8617931656607041,-1.3339609176177158,1.0,-0.12922643482818383,0.6380255103639111,0.7883273763990243,0.02470053431063454,0.375
1,1,-0.49779678206750666,-0.5333550438485803,0.2203939536854094,0.11805555555555555,-0.661080466397024,0.9068515368918044,-0.009763033406727325,-1.605852539024301,0.07142857142857142
1,2,-0.074457325321661,-0.32139788384191975,-0.9453721997919345,0.22916666666666666,-0.554709660083256,0.10037345730812498,1.3006151394500207,-0.6389414259718208,0.14285714285714285
1,3,0.7182153200254991,0.07196405274701866,0.2203939536854094,0.3611111111111111,-0.4483388537694879,-0.1684525692197681,1.8722204329595413,0.6964726286802312,0.21428571428571427
1,4,1.1903346318696315,0.4405021778036456,1.7747488249885346,0.5277777777777778,-0.4483388537694879,-0.5044851023796345,1.8031963975168859,1.4066623484626972,0.2857142857142857
1,5,-0.12846359346619302,0.32020216807013496,0.997571389336972,0.6736111111111112,-0.3419680474557199,-0.5448090063588186,0.6103747850234195,1.2180593846272119,0.35714285714285715
1,6,-0.12497931810202928,0.24954978140124812,-0.16819476414037193,0.7986111111111112,-0.23559724114195185,-0.5716916090116078,0.18251820818353998,1.0464641967695372,0.42857142857142855
1,7,0.37501419665540997,0.2724640689695358,-0.5567834819661532,0.9166666666666666,-0.12922643482818383,-0.5908934680493145,0.1749301864300786,0.8693270709275581,0.5
1,8,-0.05180953545459945,0.23618311365308092,-0.5567834819661532,1.0,-0.0228556285144158,-0.6052948623275944,0.046280477513513905,0.7425669675964447,0.5714285714285714
1,1,-1.1545826882122967,-1.2532455782856187,0.997571389336972,0.13194444444444445,-0.661080466397024,0.9068515368918044,-0.009763033406727325,-1.605852539024301,0.07142857142857142
1,2,-0.8218343909346972,-1.1004836611637008,-1.3339609176177158,0.2222222222222222,-0.3419680474557199,0.9068515368918044,1.0202049954642165,-0.8458524460488933,0.14285714285714285
1,3,0.2339010444067947,-0.7128502964668344,-1.7225496354434973,0.3194444444444444,-0.23559724114195185,0.36919948383601825,2.139149320022954,1.0979895652535399,0.21428571428571427
1,4,0.2670016603663467,-0.4340597977193336,0.2203939536854094,0.4444444444444444,-0.0228556285144158,0.30199297720404483,1.6371073122329862,1.274342413382178,0.2857142857142857
1,5,-0.27480315876105343,-0.40350741429495,0.2203939536854094,0.5694444444444444,0.18988598411312027,0.261669073224861,0.8719111693178733,0.9760007426991167,0.35714285714285715
1,6,0.19731615308307981,-0.29084550041753615,0.2203939536854094,0.6944444444444444,0.40262759674065635,0.23478647057207144,0.7360971352939784,0.9285770178240265,0.42857142857142855
1,7,-0.2225390282986029,-0.2812978805974165,-0.16819476414037193,0.8194444444444444,0.5089984030544243,0.10037345730812498,0.46843640856906676,0.7412904032294964,0.5
1,8,0.4795424575803103,-0.16863596672000175,0.6089826715111907,0.9513888888888888,0.7217400156819604,0.10037345730812498,0.49815937025986945,0.8532818106795439,0.5714285714285714
1,9,-0.19640696306737762,-0.1743645386120739,0.6089826715111907,1.0,0.8281108219957284,0.010764781798827238,0.3386825205140952,0.7131676677934573,0.6428571428571429
1,1,0.6642090518809671,0.7402974401554094,0.6089826715111907,0.14583333333333334,-0.980192885338328,-1.5125827018592337,-0.009763033406727325,-1.605852539024301,0.07142857142857142
1,2,-0.2660924703506445,0.2075402541927211,1.3861601071627534,0.2916666666666667,-0.767451272710792,-0.7061046222755544,-2.8893595120301843,0.5189644748441125,0.14285714285714285
1,3,-0.2277654413448481,0.06432595689092276,0.6089826715111907,0.4236111111111111,-0.554709660083256,-0.4372785957476613,-1.3902437422599256,0.3574792144278373,0.21428571428571427
1,4,0.26525952268426445,0.1158831039195703,-0.5567834819661532,0.5347222222222222,-0.3419680474557199,-0.3028655824837147,-0.36836446754241986,0.14373323488576542,0.2857142857142857
1,5,0.5614229286381482,0.2075402541927211,-0.5567834819661532,0.6527777777777778,-0.23559724114195185,-0.3835133904420827,0.09107676837278429,0.16403965081517136,0.35714285714285715
1,6,1.1520076028638344,0.39849265059511857,0.997571389336972,0.7986111111111112,-0.12922643482818383,-0.4372785957476613,0.4690912124767252,0.6833323074697449,0.42857142857142855
1,7,0.37849847201957293,0.4023116985231661,1.3861601071627534,0.9444444444444444,0.08351517779935223,-0.3604711595968346,0.2962614987316279,0.5137698079538368,0.5
1,8,0.6624669141988856,0.44432122573169397,0.6089826715111907,1.0,0.18988598411312027,-0.40367534243167463,0.27199523627131833,0.4284812774654352,0.5714285714285714
1,1,-1.3601549346979336,-1.4785694060404473,-0.16819476414037193,0.09722222222222222,-0.4483388537694879,2.519807696059163,-0.009763033406727325,-1.605852539024301,0.07142857142857142
1,2,-0.3584257675009737,-0.9935503191783581,-1.7225496354434973,0.19444444444444445,-0.3419680474557199,0.9068515368918044,3.0909260587440084,0.6821058560587282,0.14285714285714285
1,3,-0.4525012023333836,-0.8102360186320565,-0.16819476414037193,0.3055555555555556,-0.0228556285144158,0.9068515368918044,1.3949839379067779,0.4574373300378354,0.21428571428571427
1,4,-0.9071991373566998,-0.848426497912536,-1.7225496354434973,0.3888888888888889,0.2962567904268883,0.9068515368918044,0.3817326676196107,0.21750279604350323,0.2857142857142857
1,5,0.06142941388070902,-0.6803883890784262,-1.7225496354434973,0.4861111111111111,0.40262759674065635,0.5842603050583327,0.7004295812650156,0.6224347641922138,0.35714285714285715
1,6,-0.4856018182929355,-0.6479264816900189,0.6089826715111907,0.6041666666666666,0.8281108219957284,0.7724385236278579,0.4481374874316322,0.4381425993425892,0.42857142857142855
